battery_id,cycle,capacity,initial_capacity,capacity_fade,capacity_fade_percentage,capacity_ratio,soh,temperature,Re,Rct,filename,eol_cycle,rul,cycle_normalized,augmented,augmentation_type
B0005,38,1.7829230484252723,1.8564874208181574,0.07356437239288516,3.9625570078177637,0.9603744299218223,96.03744299218224,24.0,0.0626,0.1914,05234.csv,101,63,0.2261904761904762,False,original
B0005,39,1.7730337158018288,1.8564874208181574,0.08345370501632865,4.495247534699183,0.9550475246530081,95.50475246530081,24.0,0.0628,0.19169999999999998,05238.csv,101,62,0.23214285714285715,False,original
B0005,40,1.773037755078937,1.8564874208181574,0.08344966573922052,4.495029958373976,0.9550497004162602,95.50497004162602,24.0,0.063,0.192,05242.csv,101,61,0.23809523809523808,False,original
B0005,41,1.7678721106662054,1.8564874208181574,0.08861531015195201,4.773278243539032,0.9522672175646096,95.22672175646096,24.0,0.0632,0.1923,05246.csv,101,60,0.24404761904761904,False,original
B0005,42,1.7623150704093087,1.8564874208181574,0.09417235040884875,5.072609130168349,0.9492739086983165,94.92739086983165,24.0,0.0634,0.1926,05250.csv,101,59,0.25,False,original
B0005,43,1.7676172924938447,1.8564874208181574,0.08887012832431274,4.787004066267656,0.9521299593373235,95.21299593373234,24.0,0.0636,0.1929,05254.csv,101,58,0.25595238095238093,False,original
B0005,44,1.762668359743147,1.8564874208181574,0.09381906107501048,5.0535791421449145,0.9494642085785509,94.94642085785509,24.0,0.0638,0.19319999999999998,05256.csv,101,57,0.2619047619047619,False,original
B0005,45,1.7517304870664143,1.8564874208181574,0.10475693375174311,5.642749451303933,0.9435725054869607,94.35725054869607,24.0,0.064,0.1935,05260.csv,101,56,0.26785714285714285,False,original
B0005,46,1.7418496047960008,1.8564874208181574,0.11463781602215661,6.174984798530739,0.9382501520146926,93.82501520146927,24.0,0.06420000000000001,0.1938,05264.csv,101,55,0.27380952380952384,False,original
B0005,47,1.7360913511847138,1.8564874208181574,0.12039606963344363,6.485154075559793,0.935148459244402,93.51484592444021,24.0,0.0644,0.1941,05268.csv,101,54,0.27976190476190477,False,original
B0005,48,1.7936240148573608,1.8564874208181574,0.06286340596079665,3.3861476924574383,0.9661385230754256,96.61385230754256,24.0,0.0646,0.1944,05270.csv,101,53,0.2857142857142857,False,original
B0005,49,1.7831890223273275,1.8564874208181574,0.07329839849082997,3.9482302798759195,0.9605176972012408,96.05176972012408,24.0,0.0648,0.19469999999999998,05274.csv,101,52,0.2916666666666667,False,original
B0005,50,1.7673642076278957,1.8564874208181574,0.08912321319026173,4.800636524161579,0.9519936347583842,95.19936347583841,24.0,0.065,0.195,05278.csv,101,51,0.2976190476190476,False,original
B0005,51,1.7570177850353066,1.8564874208181574,0.09946963578285084,5.357948277344879,0.9464205172265512,94.64205172265511,24.0,0.06520000000000001,0.1953,05282.csv,101,50,0.30357142857142855,False,original
B0005,52,1.7468706179837907,1.8564874208181574,0.1096168028343667,5.904527098064493,0.9409547290193551,94.09547290193551,24.0,0.0654,0.1956,05286.csv,101,49,0.30952380952380953,False,original
B0005,53,1.7417172507457144,1.8564874208181574,0.11477017007244306,6.182114071199234,0.9381788592880077,93.81788592880078,24.0,0.0656,0.1959,05290.csv,101,48,0.31547619047619047,False,original
B0005,54,1.7364225056478186,1.8564874208181574,0.12006491517033879,6.467316385985851,0.9353268361401414,93.53268361401415,24.0,0.0658,0.19619999999999999,05294.csv,101,47,0.32142857142857145,False,original
B0005,55,1.7263217239235826,1.8564874208181574,0.1301656968945748,7.011396653429008,0.92988603346571,92.988603346571,24.0,0.066,0.19649999999999998,05298.csv,101,46,0.3273809523809524,False,original
B0005,56,1.7158065389330133,1.8564874208181574,0.14068088188514416,7.577798820912335,0.9242220117908766,92.42220117908766,24.0,0.0662,0.1968,05302.csv,101,45,0.3333333333333333,False,original
B0005,57,1.710533351135192,1.8564874208181574,0.14595406968296554,7.8618399481879235,0.9213816005181208,92.13816005181208,24.0,0.0664,0.1971,05306.csv,101,44,0.3392857142857143,False,original
B0005,58,1.706014499648521,1.8564874208181574,0.1504729211696365,8.105248626102881,0.9189475137389712,91.89475137389712,24.0,0.0666,0.1974,05310.csv,101,43,0.34523809523809523,False,original
B0005,59,1.7003110272642588,1.8564874208181574,0.15617639355389867,8.412467103336011,0.9158753289666399,91.58753289666399,24.0,0.0668,0.1977,05314.csv,101,42,0.35119047619047616,False,original
B0005,60,1.6945798601797895,1.8564874208181574,0.16190756063836798,8.721177360146886,0.9127882263985312,91.27882263985312,24.0,0.067,0.19799999999999998,05318.csv,101,41,0.35714285714285715,False,original
B0005,61,1.6849029086609286,1.8564874208181574,0.1715845121572288,9.24242794392925,0.9075757205607075,90.75757205607074,24.0,0.0672,0.19829999999999998,05322.csv,101,40,0.3630952380952381,False,original
B0005,62,1.6744741591159717,1.8564874208181574,0.18201326170218568,9.804174251930675,0.9019582574806932,90.19582574806932,24.0,0.0674,0.1986,05326.csv,101,39,0.36904761904761907,False,original
B0005,63,1.6745692479879102,1.8564874208181574,0.18191817283024725,9.799052274217704,0.902009477257823,90.2009477257823,24.0,0.0676,0.1989,05330.csv,101,38,0.375,False,original
B0005,64,1.663716375981405,1.8564874208181574,0.19277104483675234,10.383644008306707,0.896163559916933,89.6163559916933,24.0,0.0678,0.1992,05334.csv,101,37,0.38095238095238093,False,original
B0005,65,1.659013868748246,1.8564874208181574,0.19747355206991135,10.636945333186496,0.893630546668135,89.3630546668135,24.0,0.068,0.19949999999999998,05336.csv,101,36,0.3869047619047619,False,original
B0005,66,1.6538540573335014,1.8564874208181574,0.202633363484656,10.91487942295645,0.8908512057704355,89.08512057704355,24.0,0.0682,0.19979999999999998,05340.csv,101,35,0.39285714285714285,False,original
B0005,67,1.642653782130131,1.8564874208181574,0.2138336386880264,11.51818408733357,0.8848181591266643,88.48181591266643,24.0,0.0684,0.2001,05344.csv,101,34,0.39880952380952384,False,original
B0005,68,1.6378578430223698,1.8564874208181574,0.21862957779578762,11.776518135492518,0.8822348186450748,88.22348186450748,24.0,0.0686,0.2004,05348.csv,101,33,0.40476190476190477,False,original
B0005,69,1.6327350407099108,1.8564874208181574,0.2237523801082466,12.05245872388613,0.8794754127611387,87.94754127611387,24.0,0.0688,0.2007,05352.csv,101,32,0.4107142857142857,False,original
B0005,70,1.6277528915533617,1.8564874208181574,0.22873452926479576,12.320823006923042,0.8767917699307696,87.67917699307695,24.0,0.069,0.20099999999999998,05356.csv,101,31,0.4166666666666667,False,original
B0005,71,1.622125485521159,1.8564874208181574,0.23436193529699834,12.623944157602457,0.8737605584239754,87.37605584239753,24.0,0.0692,0.20129999999999998,05360.csv,101,30,0.4226190476190476,False,original
B0005,72,1.6113256603765849,1.8564874208181574,0.24516176044157256,13.205678513756336,0.8679432148624366,86.79432148624366,24.0,0.0694,0.2016,05364.csv,101,29,0.42857142857142855,False,original
B0005,73,1.6065631397488385,1.8564874208181574,0.24992428106931897,13.462212469997608,0.865377875300024,86.53778753000239,24.0,0.0696,0.2019,05368.csv,101,28,0.43452380952380953,False,original
B0005,74,1.6015142233917594,1.8564874208181574,0.254973197426398,13.734173179262957,0.8626582682073705,86.26582682073705,24.0,0.0698,0.2022,05372.csv,101,27,0.44047619047619047,False,original
B0005,75,1.590369231400328,1.8564874208181574,0.2661181894178295,14.334500004344264,0.8566549999565574,85.66549999565574,24.0,0.07,0.20249999999999999,05376.csv,101,26,0.44642857142857145,False,original
B0005,76,1.5857889968242211,1.8564874208181574,0.2706984239939363,14.581215092458798,0.854187849075412,85.4187849075412,24.0,0.0702,0.20279999999999998,05380.csv,101,25,0.4523809523809524,False,original
B0005,77,1.5849430707374117,1.8564874208181574,0.27154435008074573,14.626781040136304,0.853732189598637,85.37321895986369,24.0,0.0704,0.2031,05384.csv,101,24,0.4583333333333333,False,original
B0005,78,1.5955263892495937,1.8564874208181574,0.26096103156856376,14.056708849314894,0.8594329115068511,85.94329115068511,24.0,0.0706,0.2034,05386.csv,101,23,0.4642857142857143,False,original
B0005,79,1.5747301747801037,1.8564874208181574,0.28175724603805374,15.17690035916768,0.8482309964083232,84.82309964083233,24.0,0.0708,0.2037,05390.csv,101,22,0.47023809523809523,False,original
B0005,80,1.5649019950937946,1.8564874208181574,0.29158542572436286,15.706296873041058,0.8429370312695894,84.29370312695895,24.0,0.07100000000000001,0.204,05394.csv,101,21,0.47619047619047616,False,original
B0005,81,1.5597659473370362,1.8564874208181574,0.2967214734811212,15.982950929468487,0.8401704907053151,84.01704907053151,24.0,0.0712,0.20429999999999998,05398.csv,101,20,0.48214285714285715,False,original
B0005,82,1.5594815668184234,1.8564874208181574,0.297005853999734,15.998269132835977,0.8400173086716403,84.00173086716403,24.0,0.0714,0.2046,05402.csv,101,19,0.4880952380952381,False,original
B0005,83,1.55468935359061,1.8564874208181574,0.30179806722754754,16.25640248585927,0.8374359751414073,83.74359751414073,24.0,0.0716,0.2049,05406.csv,101,18,0.49404761904761907,False,original
B0005,84,1.5488741079890418,1.8564874208181574,0.30761331282911564,16.569641645810336,0.8343035835418966,83.43035835418966,24.0,0.0718,0.2052,05410.csv,101,17,0.5,False,original
B0005,85,1.538236598942558,1.8564874208181574,0.3182508218755995,17.14263281866708,0.8285736718133292,82.85736718133292,24.0,0.07200000000000001,0.2055,05414.csv,101,16,0.5059523809523809,False,original
B0005,86,1.527914258251028,1.8564874208181574,0.32857316256712954,17.69864739629244,0.8230135260370756,82.30135260370756,24.0,0.0722,0.20579999999999998,05418.csv,101,15,0.5119047619047619,False,original
B0005,87,1.5285252629756445,1.8564874208181574,0.3279621578425129,17.665735526394215,0.8233426447360579,82.33426447360578,24.0,0.0724,0.2061,05422.csv,101,14,0.5178571428571429,False,original
B0005,88,1.522647325284378,1.8564874208181574,0.33384009553377947,17.98235160605912,0.8201764839394088,82.01764839394087,24.0,0.0726,0.2064,05426.csv,101,13,0.5238095238095238,False,original
B0005,89,1.5174859938489869,1.8564874208181574,0.33900142696917057,18.260367571990983,0.8173963242800902,81.73963242800902,24.0,0.0728,0.2067,05430.csv,101,12,0.5297619047619048,False,original
B0005,90,1.605818899130659,1.8564874208181574,0.2506685216874984,13.502301113197326,0.8649769888680268,86.49769888680268,24.0,0.07300000000000001,0.207,05433.csv,101,11,0.5357142857142857,False,original
B0005,91,1.5638491446744425,1.8564874208181574,0.29263827614371496,15.763008833894965,0.8423699116610504,84.23699116610504,24.0,0.0732,0.20729999999999998,05436.csv,101,10,0.5416666666666666,False,original
B0005,92,1.5480915247767786,1.8564874208181574,0.30839589604137885,16.61179561914124,0.8338820438085877,83.38820438085877,24.0,0.07339999999999999,0.20759999999999998,05440.csv,101,9,0.5476190476190477,False,original
B0005,93,1.5323755631868592,1.8564874208181574,0.32411185763129824,17.45833847279512,0.8254166152720488,82.54166152720488,24.0,0.0736,0.2079,05444.csv,101,8,0.5535714285714286,False,original
B0005,94,1.5269528268489705,1.8564874208181574,0.32953459396918694,17.75043505675683,0.8224956494324317,82.24956494324317,24.0,0.0738,0.2082,05448.csv,101,7,0.5595238095238095,False,original
B0005,95,1.5169573017136326,1.8564874208181574,0.3395301191045248,18.288845660742115,0.8171115433925789,81.71115433925789,24.0,0.074,0.2085,05452.csv,101,6,0.5654761904761905,False,original
B0005,96,1.5118975960142693,1.8564874208181574,0.3445898248038881,18.561387539702626,0.8143861246029738,81.43861246029738,24.0,0.0742,0.20879999999999999,05456.csv,101,5,0.5714285714285714,False,original
B0005,97,1.5065638960681105,1.8564874208181574,0.34992352475004695,18.848688163792406,0.811513118362076,81.1513118362076,24.0,0.0744,0.20909999999999998,05460.csv,101,4,0.5773809523809523,False,original
B0005,98,1.5015453526671363,1.8564874208181574,0.35494206815102114,19.119012828785962,0.8088098717121404,80.88098717121403,24.0,0.0746,0.2094,05464.csv,101,3,0.5833333333333334,False,original
B0005,99,1.4908444050400238,1.8564874208181574,0.36564301577813363,19.695421131213166,0.8030457886878684,80.30457886878683,24.0,0.0748,0.2097,05468.csv,101,2,0.5892857142857143,False,original
B0005,100,1.485868384561201,1.8564874208181574,0.37061903625695636,19.963455292017215,0.8003654470798278,80.03654470798278,24.0,0.075,0.21,05472.csv,101,1,0.5952380952380952,False,original
B0005,101,1.480413677976106,1.8564874208181574,0.37607374284205153,20.25727395859839,0.7974272604140161,79.74272604140161,24.0,0.0752,0.2103,05476.csv,101,0,0.6011904761904762,False,original
B0005,102,1.4752095869031632,1.8564874208181574,0.38127783391499426,20.537593179433685,0.7946240682056631,79.46240682056631,24.0,0.0754,0.21059999999999998,05480.csv,101,0,0.6071428571428571,False,original
B0005,103,1.4859035988304024,1.8564874208181574,0.3705838219877551,19.96155846961991,0.8003844153038009,80.03844153038008,24.0,0.0756,0.21089999999999998,05484.csv,101,0,0.6130952380952381,False,original
B0005,104,1.4960918298136696,1.8564874208181574,0.3603955910044878,19.412767733468446,0.8058723226653155,80.58723226653154,24.0,0.0758,0.2112,05487.csv,101,0,0.6190476190476191,False,original
B0005,105,1.4808005946928984,1.8564874208181574,0.37568682612525905,20.23643262606612,0.7976356737393387,79.76356737393388,24.0,0.076,0.2115,05491.csv,101,0,0.625,False,original
B0005,106,1.4697543268466824,1.8564874208181574,0.38673309397147504,20.831441658842,0.79168558341158,79.168558341158,24.0,0.0762,0.2118,05495.csv,101,0,0.6309523809523809,False,original
B0005,107,1.4539012274845928,1.8564874208181574,0.4025861933335646,21.68537146112976,0.7831462853887025,78.31462853887025,24.0,0.0764,0.21209999999999998,05499.csv,101,0,0.6369047619047619,False,original
B0005,108,1.4541462067235693,1.8564874208181574,0.4023412140945881,21.67217561416471,0.7832782438583529,78.32782438583529,24.0,0.0766,0.21239999999999998,05503.csv,101,0,0.6428571428571429,False,original
B0005,109,1.455023751906683,1.8564874208181574,0.40146366891147434,21.62490649866879,0.7837509350133121,78.37509350133121,24.0,0.07680000000000001,0.2127,05507.csv,101,0,0.6488095238095238,False,original
B0005,110,1.449042163761236,1.8564874208181574,0.40744525705692136,21.947105727081066,0.7805289427291894,78.05289427291893,24.0,0.077,0.213,05511.csv,101,0,0.6547619047619048,False,original
B0005,111,1.4386709371480566,1.8564874208181574,0.4178164836701008,22.50575355290952,0.7749424644709048,77.49424644709048,24.0,0.0772,0.2133,05515.csv,101,0,0.6607142857142857,False,original
B0005,112,1.433445432156979,1.8564874208181574,0.4230419886611785,22.787226237964116,0.7721277376203588,77.21277376203588,24.0,0.0774,0.21359999999999998,05519.csv,101,0,0.6666666666666666,False,original
B0005,113,1.4333958900838095,1.8564874208181574,0.4230915307343479,22.789894829876665,0.7721010517012333,77.21010517012333,24.0,0.0776,0.21389999999999998,05523.csv,101,0,0.6726190476190477,False,original
B0005,114,1.42806487344776,1.8564874208181574,0.42842254737039753,23.07705091702646,0.7692294908297354,76.92294908297353,24.0,0.07780000000000001,0.2142,05527.csv,101,0,0.6785714285714286,False,original
B0005,115,1.4229203181741186,1.8564874208181574,0.43356710264403886,23.354163232248837,0.7664583676775116,76.64583676775116,24.0,0.078,0.2145,05531.csv,101,0,0.6845238095238095,False,original
B0005,116,1.417429032731308,1.8564874208181574,0.4390583880868495,23.64995222501188,0.7635004777498812,76.35004777498811,24.0,0.0782,0.2148,05535.csv,101,0,0.6904761904761905,False,original
B0005,117,1.412409228794446,1.8564874208181574,0.44407819202371135,23.92034478897817,0.7607965521102183,76.07965521102183,24.0,0.0784,0.21509999999999999,05539.csv,101,0,0.6964285714285714,False,original
B0005,118,1.412578792940193,1.8564874208181574,0.4439086278779645,23.91121118840294,0.7608878881159705,76.08878881159706,24.0,0.0786,0.21539999999999998,05543.csv,101,0,0.7023809523809523,False,original
B0005,119,1.4075983731469897,1.8564874208181574,0.4488890476711678,24.179482318999046,0.7582051768100095,75.82051768100095,24.0,0.07880000000000001,0.2157,05547.csv,101,0,0.7083333333333334,False,original
B0005,120,1.4333920485221476,1.8564874208181574,0.4230953722960098,22.790101756226868,0.7720989824377313,77.20989824377314,24.0,0.079,0.216,05551.csv,101,0,0.7142857142857143,False,original
B0005,121,1.4382550176792908,1.8564874208181574,0.41823240313886667,22.528157123442877,0.7747184287655712,77.47184287655712,24.0,0.0792,0.2163,05553.csv,101,0,0.7202380952380952,False,original
B0005,122,1.4173547174485526,1.8564874208181574,0.43913270336960486,23.65395522992977,0.7634604477007023,76.34604477007024,24.0,0.0794,0.2166,05557.csv,101,0,0.7261904761904762,False,original
B0005,123,1.406981663677643,1.8564874208181574,0.44950575714051433,24.212701475909615,0.7578729852409039,75.78729852409039,24.0,0.0796,0.21689999999999998,05561.csv,101,0,0.7321428571428571,False,original
B0005,124,1.4012037783587625,1.8564874208181574,0.4552836424593949,24.523928218094284,0.7547607178190572,75.47607178190572,24.0,0.07980000000000001,0.2172,05565.csv,101,0,0.7380952380952381,False,original
B0005,125,1.3967008232726328,1.8564874208181574,0.45978659754552464,24.766480633781825,0.7523351936621817,75.23351936621818,24.0,0.08,0.2175,05569.csv,101,0,0.7440476190476191,False,original
B0005,126,1.391284788852726,1.8564874208181574,0.46520263196543143,25.058216217830108,0.7494178378216989,74.94178378216989,24.0,0.0802,0.2178,05573.csv,101,0,0.75,False,original
B0005,127,1.3862287677978349,1.8564874208181574,0.47025865302032255,25.330559622810622,0.7466944037718938,74.66944037718937,24.0,0.0804,0.2181,05577.csv,101,0,0.7559523809523809,False,original
B0005,128,1.3804366761974138,1.8564874208181574,0.4760507446207436,25.642551588685,0.74357448411315,74.35744841131499,24.0,0.0806,0.21839999999999998,05581.csv,101,0,0.7619047619047619,False,original
B0005,129,1.3752364150256224,1.8564874208181574,0.481251005792535,25.92266451126541,0.740773354887346,74.07733548873459,24.0,0.0808,0.2187,05585.csv,101,0,0.7678571428571429,False,original
B0005,130,1.3705128024895008,1.8564874208181574,0.4859746183286566,26.177102676757524,0.7382289732324248,73.82289732324247,24.0,0.081,0.219,05589.csv,101,0,0.7738095238095238,False,original
B0005,131,1.3705085566270399,1.8564874208181574,0.4859788641911176,26.177331380836712,0.7382266861916329,73.8226686191633,24.0,0.0812,0.2193,05593.csv,101,0,0.7797619047619048,False,original
B0005,132,1.3647355108681518,1.8564874208181574,0.4917519099500056,26.488297439327095,0.7351170256067291,73.51170256067292,24.0,0.0814,0.2196,05597.csv,101,0,0.7857142857142857,False,original
B0005,133,1.375392016895762,1.8564874208181574,0.48109540392239536,25.914282990960192,0.7408571700903981,74.08571700903981,24.0,0.0816,0.21989999999999998,05601.csv,101,0,0.7916666666666666,False,original
B0005,134,1.3861115151535393,1.8564874208181574,0.4703759056646182,25.336875455763803,0.746631245442362,74.6631245442362,24.0,0.0818,0.2202,05603.csv,101,0,0.7976190476190477,False,original
B0005,135,1.3698500035838939,1.8564874208181574,0.48663741723426357,26.212804448726164,0.7378719555127383,73.78719555127383,24.0,0.082,0.22049999999999997,05605.csv,101,0,0.8035714285714286,False,original
B0005,136,1.3647827949260758,1.8564874208181574,0.49170462589208164,26.485750475776804,0.735142495242232,73.5142495242232,24.0,0.0822,0.2208,05609.csv,101,0,0.8095238095238095,False,original
B0005,137,1.3543220466259964,1.8564874208181574,0.502165374192161,27.049220401981277,0.7295077959801872,72.95077959801873,24.0,0.0824,0.2211,05613.csv,101,0,0.8154761904761905,False,original
B0005,138,1.3546417018378962,1.8564874208181574,0.5018457189802612,27.032002121463172,0.7296799787853683,72.96799787853683,24.0,0.0826,0.22139999999999999,05617.csv,101,0,0.8214285714285714,False,original
B0005,139,1.3547039213192407,1.8564874208181574,0.5017834994989168,27.028650658875993,0.7297134934112401,72.97134934112401,24.0,0.0828,0.22169999999999998,05621.csv,101,0,0.8273809523809523,False,original
B0005,140,1.349314997503458,1.8564874208181574,0.5071724233146995,27.318925925778032,0.7268107407422197,72.68107407422197,24.0,0.083,0.22199999999999998,05625.csv,101,0,0.8333333333333334,False,original
B0005,141,1.3441891937970554,1.8564874208181574,0.5122982270211021,27.59502818474963,0.7240497181525036,72.40497181525036,24.0,0.0832,0.2223,05629.csv,101,0,0.8392857142857143,False,original
B0005,142,1.3389913790695755,1.8564874208181574,0.5174960417485819,27.875009329205174,0.7212499067079483,72.12499067079483,24.0,0.0834,0.2226,05633.csv,101,0,0.8452380952380952,False,original
B0005,143,1.3389145230206971,1.8564874208181574,0.5175728977974603,27.87914919290781,0.721208508070922,72.1208508070922,24.0,0.08360000000000001,0.2229,05637.csv,101,0,0.8511904761904762,False,original
B0005,144,1.3340066759761655,1.8564874208181574,0.5224807448419919,28.14351118047079,0.7185648881952921,71.8564888195292,24.0,0.0838,0.22319999999999998,05641.csv,101,0,0.8571428571428571,False,original
